chrom	exonCount	exonStarts	exonEnds	name2
chr19	33	"10984151,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11034122,11034913,11041297,11058254,11058787,11059752,11060044,11061783,"	"10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11034200,11035132,11041560,11058363,11058889,11059885,11060187,11062282,"	SMARCA4
chr19	14	"18683614,18742909,18745822,18747052,18749780,18753499,18759550,18760007,18765403,18768484,18771441,18774899,18775640,18777170,"	"18683828,18743026,18745960,18747114,18749875,18753585,18759591,18760228,18765528,18768793,18771546,18774986,18775821,18782333,"	CRTC1
chr19	15	"18683614,18742909,18744107,18745822,18747052,18749780,18753499,18759550,18760007,18765403,18768484,18771441,18774899,18775640,18777170,"	"18683828,18743026,18744155,18745960,18747114,18749875,18753585,18759591,18760228,18765528,18768793,18771546,18774986,18775821,18782333,"	CRTC1
chr19	105	"38433699,38440744,38442348,38443557,38443717,38444148,38444583,38446471,38446693,38448354,38448648,38451763,38452818,38455234,38455450,38455632,38457496,38458050,38459145,38460374,38463422,38463746,38464638,38466090,38467609,38468965,38469304,38473376,38475317,38477709,38478434,38483026,38483289,38485589,38489176,38490075,38490620,38492489,38494351,38496214,38496408,38496859,38499107,38499634,38499907,38500605,38500820,38502506,38502879,38504219,38504747,38505002,38505308,38505805,38506302,38506470,38506828,38507711,38510497,38510659,38511560,38512071,38512244,38515025,38516086,38517358,38519213,38523027,38523216,38525331,38526992,38527646,38528305,38528598,38528950,38532489,38532670,38534719,38535140,38535315,38535996,38536749,38537879,38543346,38543531,38543770,38546444,38548232,38561112,38564958,38566910,38567772,38570606,38572018,38573176,38575918,38577917,38578143,38579981,38580369,38584942,38585937,38586090,38586524,38587324,"	"38433874,38440864,38442453,38443632,38443796,38444261,38444677,38446565,38446768,38448511,38448813,38451885,38453014,38455370,38455546,38455751,38457630,38458292,38459338,38460591,38463527,38463850,38464722,38466398,38467812,38469140,38469513,38473771,38475450,38477870,38478600,38483113,38483516,38486202,38489443,38490276,38490732,38492636,38494625,38496329,38496541,38496954,38499243,38499821,38500016,38500726,38500990,38502727,38502970,38504360,38504911,38505081,38505398,38505946,38506377,38506546,38506952,38507827,38510565,38510781,38511610,38512132,38512483,38515107,38516217,38517691,38519454,38523115,38523309,38525502,38527052,38527784,38528418,38528695,38529057,38532541,38532736,38534819,38535220,38535392,38536070,38536767,38537960,38543435,38543660,38543875,38546526,38548420,38561454,38565771,38566987,38567917,38570693,38572270,38573307,38575961,38578048,38578204,38580128,38580504,38585099,38586002,38586191,38586576,38587564,"	RYR1
chr19	106	"38433699,38440744,38442348,38443557,38443717,38444148,38444583,38446471,38446693,38448354,38448648,38451763,38452818,38455234,38455450,38455632,38457496,38458050,38459145,38460374,38463422,38463746,38464638,38466090,38467609,38468965,38469304,38473376,38475317,38477709,38478434,38483026,38483289,38485589,38489176,38490075,38490620,38492489,38494351,38496214,38496408,38496859,38499107,38499634,38499907,38500605,38500820,38502506,38502879,38504219,38504747,38505002,38505308,38505805,38506302,38506470,38506828,38507711,38510497,38510659,38511560,38512071,38512244,38515025,38516086,38517358,38519213,38523027,38523216,38523914,38525331,38526992,38527646,38528305,38528598,38528950,38532489,38532670,38534719,38535140,38535315,38535996,38536749,38537879,38543346,38543531,38543770,38546444,38548232,38561112,38564958,38566910,38567772,38570606,38572018,38573176,38575918,38577917,38578143,38579981,38580369,38584942,38585937,38586090,38586524,38587324,"	"38433874,38440864,38442453,38443632,38443796,38444261,38444677,38446565,38446768,38448511,38448813,38451885,38453014,38455370,38455546,38455751,38457630,38458292,38459338,38460591,38463527,38463850,38464722,38466398,38467812,38469140,38469513,38473771,38475450,38477870,38478600,38483113,38483516,38486202,38489443,38490276,38490732,38492636,38494625,38496329,38496541,38496954,38499243,38499821,38500016,38500726,38500990,38502727,38502970,38504360,38504911,38505081,38505398,38505946,38506377,38506546,38506952,38507827,38510565,38510781,38511610,38512132,38512483,38515107,38516217,38517691,38519454,38523115,38523309,38523929,38525502,38527052,38527784,38528418,38528695,38529057,38532541,38532736,38534819,38535220,38535392,38536070,38536767,38537960,38543435,38543660,38543875,38546526,38548420,38561454,38565771,38566987,38567917,38570693,38572270,38573307,38575961,38578048,38578204,38580128,38580504,38585099,38586002,38586191,38586576,38587564,"	RYR1
chr19	14	"40230316,40235044,40235262,40235889,40236256,40237968,40238904,40240044,40241937,40242533,40255157,40256925,40265221,40285180,"	"40233951,40235147,40235350,40236104,40236385,40238091,40238973,40240110,40242069,40242687,40255269,40257054,40265351,40285395,"	AKT2
chr19	14	"40230316,40235044,40235262,40235889,40236256,40237968,40238904,40240044,40241937,40242533,40255157,40256925,40265258,40285180,"	"40233951,40235147,40235350,40236104,40236385,40238091,40238973,40240110,40242069,40242687,40255269,40257054,40265351,40285395,"	AKT2
chr19	13	"40230316,40235044,40235262,40235889,40236256,40237968,40238904,40240044,40241937,40242533,40255157,40256925,40285180,"	"40233951,40235147,40235350,40236104,40236385,40238091,40238973,40240110,40242069,40242687,40255269,40257054,40285395,"	AKT2
chr19	10	"1205798,1218416,1219323,1220372,1220580,1221212,1221948,1222984,1226453,1227592,"	"1207203,1218500,1219413,1220505,1220717,1221340,1222006,1223172,1226663,1228435,"	STK11
chr19	7	"3094409,3110148,3113329,3114943,3118923,3119205,3120988,"	"3094787,3110333,3113484,3115072,3119053,3119359,3124002,"	GNA11
chr19	11	"4090320,4094452,4095387,4097278,4099200,4101018,4101228,4102375,4110508,4117418,4123783,"	"4090708,4094498,4095449,4097343,4099414,4101143,4101280,4102453,4110655,4117629,4124129,"	MAP2K2
chr19	12	"6210380,6213336,6213725,6213938,6216404,6217953,6222120,6226976,6230569,6262227,6270578,6279772,"	"6213170,6213408,6213797,6214038,6216513,6218041,6222684,6227102,6230713,6262310,6270759,6279948,"	MLLT1
chr19	6	"10486119,10489191,10489647,10491576,10499394,10502696,"	"10486818,10489368,10489853,10492262,10500080,10502805,"	KEAP1
chr19	6	"10486119,10489191,10489647,10491576,10499394,10503240,"	"10486818,10489368,10489853,10492262,10500080,10503378,"	KEAP1
chr19	10	"14091687,14093627,14097360,14097578,14097763,14100825,14102815,14106759,14107347,14107710,"	"14093237,14093792,14097483,14097674,14097890,14100908,14102914,14106888,14107409,14108390,"	PRKACA
chr19	10	"14091687,14093627,14097360,14097578,14097763,14100825,14102815,14106759,14107347,14114133,"	"14093237,14093792,14097483,14097674,14097890,14100908,14102914,14106888,14107409,14114188,"	PRKACA
chr19	10	"14091687,14093627,14097360,14097578,14097763,14100825,14102815,14106759,14107347,14117501,"	"14093237,14093792,14097483,14097674,14097890,14100908,14102914,14106888,14107409,14117747,"	PRKACA
chr19	33	"15159632,15162464,15165367,15165786,15167248,15170085,15170330,15170670,15174067,15177524,15178822,15179024,15179363,15180071,15180680,15180960,15181575,15184294,15184905,15185256,15185486,15186877,15187104,15187880,15188234,15188988,15189272,15191423,15191744,15191959,15192376,15197499,15200787,"	"15161714,15162562,15165515,15166091,15167411,15170170,15170553,15170825,15174400,15178090,15178941,15179282,15179496,15180256,15180828,15181162,15181801,15184450,15185019,15185408,15185679,15186988,15187338,15187994,15188348,15189174,15189428,15191657,15191867,15192298,15192519,15197578,15200981,"	NOTCH3
chr19	20	"15237489,15238742,15239058,15239391,15239658,15239909,15242899,15244230,15244709,15254151,15255296,15256063,15256963,15263419,15264403,15265353,15267415,15268904,15272814,15280263,"	"15238445,15238980,15239264,15239522,15239821,15240022,15243487,15244600,15244762,15254262,15255592,15256263,15257173,15263548,15264766,15265643,15267551,15269042,15273133,15280451,"	BRD4
chr19	12	"15247035,15254151,15255296,15256063,15256963,15263419,15264403,15265353,15267415,15268904,15272814,15280263,"	"15249290,15254262,15255592,15256263,15257173,15263548,15264766,15265643,15267551,15269042,15273133,15280451,"	BRD4
chr19	9	"16067506,16076046,16081912,16086422,16088026,16089044,16093535,16093683,16101263,"	"16067738,16076172,16082046,16086540,16088097,16089120,16093598,16093753,16103003,"	TPM4
chr19	8	"16076324,16081912,16086422,16088026,16089044,16093535,16093683,16101263,"	"16076697,16082046,16086540,16088097,16089120,16093598,16093753,16103003,"	TPM4
chr19	16	"18153177,18155456,18160470,18160918,18161053,18161278,18161965,18162201,18162407,18162966,18163262,18166159,18167129,18168474,18168725,18169086,"	"18153294,18156201,18160563,18160969,18161185,18161495,18162051,18162310,18162506,18163147,18163388,18166302,18167306,18168546,18168896,18170533,"	PIK3R2
chr19	16	"18153177,18155456,18160470,18160918,18161053,18161278,18161965,18162201,18162407,18162966,18163262,18166110,18167129,18168474,18168725,18169086,"	"18153294,18156201,18160563,18160969,18161185,18161495,18162051,18162310,18162506,18163147,18163388,18166302,18167306,18168546,18168896,18170533,"	PIK3R2
chr19	9	"19145566,19146272,19146554,19146741,19147035,19147697,19149225,19150681,19170204,"	"19146022,19146384,19146648,19146875,19147183,19147832,19149429,19150764,19170289,"	MEF2B
chr19	11	"29811993,29812688,29812968,29817136,29817405,29820701,29821721,29821995,29822239,29822445,29823654,"	"29812152,29812776,29813037,29817282,29817541,29820848,29821817,29822130,29822351,29822603,29824317,"	CCNE1
chr19	11	"29811993,29812531,29812688,29812968,29817136,29817405,29821721,29821995,29822239,29822445,29823654,"	"29812152,29812578,29812776,29813037,29817282,29817541,29821817,29822130,29822351,29822603,29824317,"	CCNE1
chr19	11	"29811993,29812531,29812688,29812968,29817136,29817405,29820701,29821721,29822239,29822445,29823654,"	"29812152,29812578,29812776,29813037,29817282,29817541,29820848,29821817,29822351,29822603,29824317,"	CCNE1
chr19	12	"29811993,29812531,29812688,29812968,29817136,29817405,29820701,29821721,29821995,29822239,29822445,29823654,"	"29812152,29812578,29812776,29813037,29817282,29817541,29820848,29821817,29822130,29822351,29822603,29824317,"	CCNE1
chr19	1	"33299933,"	"33302564,"	CEBPA
chr19	1	"33299933,"	"33302564,"	CEBPA
chr19	1	"33299933,"	"33302564,"	CEBPA
chr19	1	"33299933,"	"33302564,"	CEBPA
chr19	37	"35718018,35719468,35719783,35722358,35722567,35722994,35723446,35723731,35724636,35724988,35725219,35725478,35725722,35726235,35727155,35727437,35727697,35727880,35728097,35728773,35728984,35729158,35729966,35730341,35730537,35730706,35731907,35732214,35733596,35733762,35736689,35736911,35737085,35737635,35737858,35738061,35738281,"	"35718381,35719541,35721804,35722472,35722718,35723274,35723502,35724007,35724731,35725087,35725333,35725625,35725818,35726353,35727269,35727622,35727787,35727985,35728171,35728889,35729076,35729296,35730125,35730462,35730616,35730867,35732135,35733508,35733686,35733872,35736827,35736986,35737263,35737743,35737942,35738191,35738880,"	KMT2B
chr19	9	"40843537,40844630,40845293,40845955,40846874,40848218,40848613,40849817,40850246,"	"40843977,40844772,40845481,40846097,40847051,40848379,40848763,40849980,40850447,"	CYP2A6
chr19	9	"40991298,41004000,41004296,41006904,41009218,41009993,41012297,41012673,41016645,"	"40991476,41004163,41004446,41007065,41009395,41010135,41012485,41012815,41018396,"	CYP2B6
chr19	19	"41219198,41220635,41221145,41221879,41230966,41231182,41237943,41238469,41239163,41242882,41243615,41248513,41248742,41252350,41252845,41253598,41256451,41257492,41259552,"	"41219477,41220858,41221246,41222056,41231047,41231298,41238154,41238609,41239314,41243015,41243707,41248609,41248820,41252443,41252967,41253708,41256611,41257629,41261767,"	AXL
chr19	20	"41219198,41220635,41221145,41221879,41230966,41231182,41237943,41238469,41239163,41239693,41242882,41243615,41248513,41248742,41252350,41252845,41253598,41256451,41257492,41259552,"	"41219477,41220858,41221246,41222056,41231047,41231298,41238154,41238609,41239314,41239720,41243015,41243707,41248609,41248820,41252443,41252967,41253708,41256611,41257629,41261767,"	AXL
chr19	17	"41226754,41230966,41231182,41237943,41238469,41239163,41239693,41242882,41243615,41248513,41248742,41252350,41252845,41253598,41256451,41257492,41259552,"	"41226912,41231047,41231298,41238154,41238609,41239314,41239720,41243015,41243707,41248609,41248820,41252443,41252967,41253708,41256611,41257629,41261767,"	AXL
chr19	5	"41877119,41878989,41879534,41880669,41880866,"	"41877383,41879175,41879653,41880738,41881372,"	CD79A
chr19	5	"41877119,41878989,41879534,41880669,41880866,"	"41877383,41879289,41879653,41880738,41881372,"	CD79A
chr19	21	"42268536,42271773,42286770,42287005,42287319,42287544,42287809,42288887,42289180,42289847,42290232,42291557,42292085,42292299,42292565,42292955,42293591,42293934,42294172,42294603,42294823,"	"42268594,42274577,42286920,42287240,42287449,42287727,42287975,42289090,42289406,42289951,42291466,42291745,42292207,42292466,42292859,42293281,42293836,42294089,42294304,42294735,42295796,"	CIC
chr19	20	"42284664,42286770,42287005,42287319,42287544,42287809,42288887,42289180,42289847,42290232,42291557,42292085,42292299,42292565,42292955,42293591,42293934,42294172,42294603,42294823,"	"42284771,42286920,42287240,42287449,42287727,42287975,42289090,42289406,42289951,42291466,42291745,42292207,42292466,42292859,42293281,42293836,42294089,42294304,42294735,42295796,"	CIC
chr19	17	"43543311,43543611,43544143,43545817,43546051,43546594,43546883,43551570,43552016,43552796,43552981,43553400,43553608,43554645,43560909,43574909,43575407,"	"43543505,43543687,43544234,43545957,43546106,43546727,43546977,43551687,43552275,43552908,43553091,43553512,43553683,43554804,43561020,43575002,43575578,"	XRCC1
chr19	23	"45351390,45352208,45352505,45352745,45353082,45353241,45354729,45355664,45357269,45357473,45357629,45361523,45363742,45363985,45364234,45364423,45364837,45365041,45368629,45368929,45369069,45370132,45370535,"	"45351721,45352352,45352649,45352816,45353155,45353334,45354851,45355728,45357371,45357543,45357699,45361642,45363911,45364119,45364331,45364547,45364954,45365158,45368743,45368992,45369147,45370232,45370587,"	ERCC2
chr19	12	"45358758,45361523,45363742,45363985,45364234,45364423,45364837,45365041,45368629,45368929,45369069,45370132,"	"45358912,45361642,45363911,45364119,45364331,45364547,45364954,45365158,45368743,45368992,45369147,45370587,"	ERCC2
chr19	10	"45407332,45413676,45413962,45414860,45416820,45419097,45420323,45421177,45423269,45423780,"	"45409725,45413745,45414034,45414960,45416897,45419197,45420427,45421393,45423381,45423919,"	ERCC1
chr19	9	"45407332,45413676,45414860,45416820,45419097,45420323,45421177,45423269,45423780,"	"45409725,45413745,45414960,45416897,45419197,45420427,45421393,45423381,45423919,"	ERCC1
chr19	8	"45413433,45413962,45414860,45416820,45419097,45420323,45421177,45423269,"	"45413745,45414034,45414960,45416897,45419197,45420427,45421393,45423562,"	ERCC1
chr19	26	"50384322,50398850,50399370,50401777,50401998,50402204,50402453,50402611,50403052,50403492,50406181,50406406,50406982,50407326,50408784,50409121,50409518,50413425,50413741,50414814,50415437,50416395,50416609,50417044,50417171,50417841,"	"50384390,50399053,50399484,50401924,50402124,50402373,50402535,50402741,50403219,50403597,50406322,50406517,50407174,50407415,50408901,50409235,50409666,50413521,50413879,50414990,50415590,50416528,50416723,50417097,50417269,50418018,"	POLD1
chr19	27	"50384322,50398850,50399370,50401777,50401998,50402204,50402453,50402611,50403052,50403492,50406181,50406406,50406982,50407326,50408784,50409121,50409518,50413425,50413741,50414814,50415437,50415723,50416395,50416609,50417044,50417171,50417841,"	"50384390,50399053,50399484,50401924,50402124,50402373,50402535,50402741,50403219,50403597,50406322,50406517,50407174,50407415,50408901,50409235,50409666,50413521,50413879,50414990,50415590,50415826,50416528,50416723,50417097,50417269,50418018,"	POLD1
